Id,Sentiment,Acara TV,Jumlah Retweet,Text Tweet
202,positive,KickAndyMetroTV,2,nonton pak hasan Merkids di kick andy sangat menginspirasi salut pak hasan
203,positive,KickAndyMetroTV,11,cara Ubah Mimpimu Jadi Tindakan Kick Andy
204,positive,KickAndyMetroTV,3,Kickandy gokil #kickandy
205,positive,KickAndyMetroTV,13,"Terima kasih sudah menonton acara #kickandy eps ubah mimpimu jadi tindakan, semoga bermanfaat"
206,positive,KickAndyMetroTV,15,Temukan lentera jiwamu #kickandy #mahasiswaum
207,positive,KickAndyMetroTV,9,Agung.. Saya akan undang lagi.. Untuk bercerita banyak tentang perjalanan kehidupanmu.. #KickAndy
208,positive,KickAndyMetroTV,4,PARA MUSISI YG MENGGELORAKAN SEMANGAT NASIONALISME DAN KEBHINEKAAN UNJUK GIGI #KICKANDY NKRI HARGA MATI...
209,positive,KickAndyMetroTV,7,Anak2 mulai berimajinasi. #kickandy
210,positive,KickAndyMetroTV,2,CARA GILA MENDAKI GUNUNG #KickAndy Luar Biasa Mantap Jiwa
211,positive,KickAndyMetroTV,0,sayangilah alam niscaya alam akan menyayangimu #kickAndy
212,positive,KickAndyMetroTV,12,mantan narapidana pun dirangkulnya untuk dicarikan pekerjaan untuk menjalani hidup yg lbh baik lagi
213,positive,KickAndyMetroTV,5,Agung @eevnxx mampu membuktikan sebuah karya yg mengagumkan bisa dihasilkan dgn belajar scr otodidak
214,positive,KickAndyMetroTV,7,Salah satu kejadian yang membuat penonton tertawa saat agung hapsah muncul #KickAndy
215,positive,KickAndyMetroTV,5,Agung akan diundang  Untuk bercerita banyak tentang perjalanan kehidupanmu.. #KickAndy
216,positive,KickAndyMetroTV,0,Jatuh lalu bangkit Untuk membantu sesama #Kickandy
217,positive,KickAndyMetroTV,4,Rasa bangga itu ada setelah saya bs menyumbang karya kecil buat NKRI Ronny #KickAndy patut acungi jempol
218,positive,KickAndyMetroTV,3,"Sahabat Gimbal Alas, nanti malam jangan lupa ya nonton #KickAndy Cara Gila Mendaki Gunung ala Cak Tarpin"
219,positive,KickAndyMetroTV,6,"Hanya orang takut yang bisa berani, karena keberanian http://ekhs7903.m.nomor1.com/ekhs7903/menulis-adalah-kesenangan-saya.htm … #kickandy"
220,positive,KickAndyMetroTV,5,#kickandy Anda hanya dekat dengan mereka yang Anda sukai. Dan Anda menghindari orang yag tidak Anda sukai
221,positive,KickAndyMetroTV,14,Anak 16Th yang berfikir dewasa mampu mampu membiyayai sekolahnya sendiri dengan cara membajak sawah #kickandy @Metro_TV @MetroTVToday
222,positive,KickAndyMetroTV,5,"kangen lagi nonton #kickandy sama ayah, ayah langsung bilang, seharusnya kamu bersyukur"
223,positive,KickAndyMetroTV,0,#kickandy @KickAndyShow siang ini jg jadi ajang reuni sahabat kosti DKI dan kosti Jateng
224,positive,KickAndyMetroTV,0,Bapak ku lucu ya #kickandy
225,positive,KickAndyMetroTV,5,"besok pagi harus UTS, jd pulang duluan cuma poto bareng gambarnya #kickandy @KickAndyShow"
226,positive,KickAndyMetroTV,3,Bahagianya Masuk Tv bersama Kawan #kickandy @ Kick Andy… https://www.instagram.com/p/BTGua2KhkXQ/
227,positive,KickAndyMetroTV,0,Keren dan kocak nih tamu #kickAndy mereka-mereka yg memang lomba design yg berasal dari Malang
228,positive,KickAndyMetroTV,11,"lucu ni bapak, bikin ketawa terus, persis kayak di tv #kickandy http://ift.tt/2o1rW9W"
229,positive,KickAndyMetroTV,16,Terima Kasih #kickandy sudah menginspirasi saya membuka mata banyak orang karena kesetiaan yang teruji itulah Cinta yang sesungguhnya
230,positive,KickAndyMetroTV,8,Cinta itu agung. Tuhan itu luar biasa. #KickAndy
231,positive,KickAndyMetroTV,9,riasan terbaik seorang wanita adalah semangat dan rasa percaya dirinya.. #kickandy
232,positive,KickAndyMetroTV,5,Nonton #kickandy. Menginspirasi sekali
233,positive,KickAndyMetroTV,8,"#kickandy kita mendukung Ahok, karena orang baik @KickAndyShow @Metro_TV"
234,positive,KickAndyMetroTV,6,Mantap pak ahok #kickandy
235,positive,KickAndyMetroTV,2,Manusia bersih pasti berani #KickAndy #TamuAhok
236,positive,KickAndyMetroTV,4,Suka dengan nasehat Pak Analta Amir yg meminta Ahok menyaring ucapan #kickand
237,positive,KickAndyMetroTV,9,"Nonton #kickandy Menarik, membuka pikiran, menginspirasi. Sukses selalu"
238,positive,KickAndyMetroTV,4,inilah jagoan saya!! hahahaha #kickandy
239,positive,KickAndyMetroTV,12,Salut lah sama orang2 kek gitu #kickandy
240,positive,KickAndyMetroTV,6,@KickAndyShow semoga tambah ok dan panjang umur. semoga acara nanti malam lancar #kickandy
241,positive,KickAndyMetroTV,14,Ajang orang-orang saling menginspirasi. #kickandy #kickandyheroes2017
242,positive,KickAndyMetroTV,11,"Suara Penta Boys ini memang keren banget, pantas jadi juara 1 di Rumania #KickAndy"
243,positive,KickAndyMetroTV,4,penta Boys ini masih eksis saja dan saya suka suara mereka. Keren #KickAndyp
244,positive,KickAndyMetroTV,8,"Rupanya, terselip beberapa detik di Kick Andy. Keren dan luar biasa"
245,positive,KickAndyMetroTV,4,Terimakasih #kickAndy
246,positive,KickAndyMetroTV,17,Tayangan yang sangat inspiratif yang banyak memberi motivasi kepada kita untuk lebih bisa mencintai orang-orang disabilitas #kickandy
247,positive,KickAndyMetroTV,17,"perjuagan mereka istimewa, krn mampu menembus keterbatasan sbg rasa syukur pada Allah, sangat menginspirasi. #KickAndy"
248,positive,KickAndyMetroTV,2,Syukurilah atas kehidupanmu saat ini #kickandy
249,positive,KickAndyMetroTV,6,"Acara yang sangat menginspirasi sekali, salut #kickandy"
250,positive,KickAndyMetroTV,4,"suka dengan semua tamu yang diundang, pasti menginspirasi #kickandy"
251,negative,KickAndyMetroTV,5,kalo udah di puncak jangan lupa sampahnya di bawa turun lagi karena alam bukan tempat nyampah stop nyampah di gunung #kickandy
252,negative,KickAndyMetroTV,0,RT @KickAndyShow: 61 WNA terancam dideportasi dan lia @gracialia terancam dipidanakan
253,negative,KickAndyMetroTV,0,Lebih baik menyalakan lilin daripada mengumpat kepada kegelapan #pejuangtangguh #kickandy
254,negative,KickAndyMetroTV,0,"aku ga mau bohongi diri sendiri. Gimbal Alas, Malang. #kickandy"
255,negative,KickAndyMetroTV,0,sampan tidak akan dapat belayar di padang pasir betapa pun jua emp http://ilha8253.m.nomor1.net/ilha8253/1001-burung-kertas.htm … #kickandy
256,negative,KickAndyMetroTV,0,"Bila kita mencari uang, kita akan dipaksa mengupayakan jangan malas http://ln.is/m.nomor1.com/KfMAp … #kickandy"
257,negative,KickAndyMetroTV,3,"Dalam hidup, terkadang kita lebih banyak mendapatkan apa yang tidak kita inginkan #NOMOR1.net #kickandy"
258,negative,KickAndyMetroTV,0,"Cobaan suami saat istri sakit, cobaan istri saat suami gak punya duit, miris #kickandy"
259,negative,KickAndyMetroTV,0,"Terharu mendengar puisi ""Perempuan yang tak berhenti terjaga"" dari anak-anak Ibu Shinta Nuriyah, miris #kickandy"
260,negative,KickAndyMetroTV,0,"anak itu milik berdua, bukan milik salah satu, bantulah istri mengasuh anak, seperti itu #Gusdur #kickandy"
261,negative,KickAndyMetroTV,0,"ujian suami adalah saat istri sakit, dan ujian istri adalah saat suami tidak punya apa-apa #kickandy"
262,negative,KickAndyMetroTV,0,#kickandy Bung Andy cuma mampir dgn gaya remaja sbg idola remaja dan tidak sempat beli
263,negative,KickAndyMetroTV,0,"Kelemahan Anda hanyalah sementara, karena Anda sedang memperkuatnya, tetapi bila Anda jadi #tekcmi144 #kickandy"
264,negative,KickAndyMetroTV,0,Kekuatan terbesar yang mampu mengalahkan stress adalah kemampuan memilih pikiran yang tepat. kita akan #hermafik95 #kickandy
265,negative,KickAndyMetroTV,0,Itu yg saya kesel. Coba kalo sodara km ngantri ke kanker. Coba km rasain. Kok bs gitu fitnah org. #KickAndy #SuaraHatiAhok
266,negative,KickAndyMetroTV,0,"Klo pulang ke rumah, mati. Ga ada yg urus. Miskin kok. Kita mw taruh dia di apartemen #KickAndy #SuaraHatiAhok"
267,negative,KickAndyMetroTV,0,Kalo dia berantem tdk ada telor busuk diketeknya #kickandy #pilkadadki
268,negative,KickAndyMetroTV,4,Pak @basuki_btp mukanya sedih banget pas kakak2 angkatnya ngomong. #kickAndy
269,negative,KickAndyMetroTV,0,Andy terlihat kaku dan jaga sikap saat mengundang Ahok menjadi tamu. Mungkin agar terlihat lebih formal #kickandy
270,negative,KickAndyMetroTV,0,Makin stress makin ngantuk #ahok #kickandy
271,negative,KickAndyMetroTV,0,"Jangan melihat orang dari cover nya aja, tapi lihat lah dia dari sisi lain nya. Fisik bisa saja sm namun isinya berbeda. #KickAndy"
272,negative,KickAndyMetroTV,0,kayak gajah yg dibilang psikolog di @Metro_TV #KickAndyMetroTv
273,negative,KickAndyMetroTV,0,Jangan di bakarin dong pak andy @KickAndyShow #kickandymetrot
274,negative,KickAndyMetroTV,0,bikin sakit perut nonton kisah sarjana tertua di indonesia.. #KickAndyMetroTv
275,negative,KickAndyMetroTV,3,Pekerjaan yg tdk sesuai dengan kualifikasi pendidikannya #KickAndyMetroTV
276,negative,KickAndyMetroTV,0,"Tp ttp tdk msk surga, jd ibadahnya sia2 hahaah RT @melanjhe: sp bilang orang bertato tdk boleh beribadah?!? #kickandymetrotv"
277,negative,KickAndyMetroTV,0,orang bertato tdk boleh beribadah?!? #kickandymetrotv
278,negative,KickAndyMetroTV,0,Apakah kamu bodoh? Tidak!.. Kamu di bodohi oleh suatu sistem Mike-marjinal @kickandymetrotv
279,negative,KickAndyMetroTV,9,"Gimana soal UN g bs bocor, pertanyaan Malaikat di alam kubur aja udah bocor. #KickAndyMetroTV"
280,negative,KickAndyMetroTV,0,Masa ada anak lulus dg nilai palingg tinggi dan lulus SNMPTN Undangan bidik misi pdhl dia susah sekali... @SBYudhoyono #kickandymetrotv
281,negative,KickAndyMetroTV,0,"Orang Belanda aja peduli sama orang2 indonesia yg berada d daerah terisolir, gimana dg pemerintah indonesia? Zhonk kickandyMetroTV"
282,negative,KickAndyMetroTV,0,Merinding deh nonton #KickAndyMetroTV
283,negative,KickAndyMetroTV,0,Indonesia2. Bahkan kita dididik untuk menjadi rusak.. #kickandymetrotv
284,negative,KickAndyMetroTV,0,Parahnya kualitas pendidikan di Indonesia  #kickandymetrotv
285,negative,KickAndyMetroTV,0,demi apapun ya kick andy sekarang botak?  #kickandymetrotv
286,negative,KickAndyMetroTV,3,jadi merasa malu krn kalah dari org yg tdk sempurna tapi mempunyai yg lebih dari org sempurna #kickandymetrotv
287,negative,KickAndyMetroTV,0,Hukum di Indonesia masih jauh dari kata ADIL #KickAndyMetroTV
288,negative,KickAndyMetroTV,0,"aku kira makin tua makin keladi, malah jd macan ompong. Melempem. kecewa liat amin rais di @kickandymetrotv"
289,negative,KickAndyMetroTV,0,"#kickAndyMetroTV MEDIA harus mengisi lebih banyak ttg kisah sukses di TV, bukan gosip, berita rusuh & acara2 GG JELAS, tai kucing!! #CATET"
290,negative,KickAndyMetroTV,5,"#kickAndyMetroTV jika ingin dihargai orang, hargailah orang lain juga"
291,negative,KickAndyMetroTV,0,Dibawah sana banyak yg lebih sulit jangan banyak mengeluh #kickandymetrotv
292,negative,KickAndyMetroTV,0,"Hidup adalah  perjuangan yang melelahkan, capek #kickandy"
293,negative,KickAndyMetroTV,0,Orang-orang yang berhenti belajar akan menjadi bodoh  #kickandy http://untub6158.m.humandesignindonesia.com/untub6158/rahasia-dalam-memikat-
294,negative,KickAndyMetroTV,0,"Ambillah waktu untuk berfikir, jangan jadi perusak #kickandy http://koepb3112.m.networknumberone.com/koepb3112/tak-ada-yang-berubah-meski-sa"
295,negative,KickAndyMetroTV,0,miris ketika melihat banyak perusak di indonesia #kickandy
296,negative,KickAndyMetroTV,0,sistem Mike-marjinal banyak membodohi orang #kickandy
297,negative,KickAndyMetroTV,0,stress melihat semua kekacauan yang ada #kickandy
298,negative,KickAndyMetroTV,0,"kesel banget, coba kalian ada di posisi pak ahok #kickandy"
299,negative,KickAndyMetroTV,0,"coba pulang kerumah, mati. Ga ada yg urus. Miskin kok. Kita akan taruh dia di apartemen #KickAndy #SuaraHatiAhok"
300,negative,KickAndyMetroTV,0,"tidak ada orang bodoh, yang ada hanya orang malas"
301,positive,MataNajwaMetroTV,15,"Setuju. Al misbah, mata najwa dan kick andy program favorit"
302,positive,MataNajwaMetroTV,0,Metro_TV Mata Najwa: Pancasila Punya Kita http://metrotvn.ws/zNAj3qeb
303,positive,MataNajwaMetroTV,2,"Selera gue ini gatau akhir2 ini suka banget nonton metro tv kalo ga kick andy mata najwa, selera menua"
304,positive,MataNajwaMetroTV,3,Mantap Mata Najwa. Pasti seru nih
305,positive,MataNajwaMetroTV,0,Sahabat2.. yuk nonton Mata Najwa di Metro TV bersama Ketua Umum DPP PKB
306,positive,MataNajwaMetroTV,5,Suarakan terus kebenaran Mata Najwa
307,positive,MataNajwaMetroTV,5,"Selamat @NajwaShihab dan keluarga besar @Metro_TV Prestasi yg luar biasa, Dialog keren, rugi klo terlewatkan nonton mata najwa"
308,positive,MataNajwaMetroTV,7,@TV_MATANAJWA Semoga acara Mata Najwa Metro TV jadi acara favorit dan semakin jaya berkualitas di masa mendatang
309,positive,MataNajwaMetroTV,5,Pasti menang cuma mata najwa yang paling ok RT @Metro_TV: Dukung Mata Najwa menjadi Program TV terbaik http://tl.gd/nnoc2f
310,positive,MataNajwaMetroTV,2,"Mata Najwa MetroTV, Inspiratif"
311,positive,MataNajwaMetroTV,5,KENAPA HARI INI TERASA TENTRAM DAN BAHAGIA NONTON MATA NAJWA @Metro_TV
312,positive,MataNajwaMetroTV,4,Mata Najwa paling keren acaranya matanya setajam silet
313,positive,MataNajwaMetroTV,7,Mata Najwa malam ini kayaknya bakal seru banget
314,positive,MataNajwaMetroTV,2,Mata Najwa memang paling keren Mantap
315,positive,MataNajwaMetroTV,15,"Keren! Tampil di Kandang Lawan, Pak Anies Baswedan Tampak Gemilang di Mata Najwa Metro TV"
316,positive,MataNajwaMetroTV,3,memang cukup romantis dan memuaskan pemirsa krn adanya mata najwa semakin sukses
317,positive,MataNajwaMetroTV,2,Menarik sekali mengikuti diskusi Ahok - Anis di Mata Najwa http://fb.me/5KYy9nAdC
318,positive,MataNajwaMetroTV,9,ahok merasa pinter dan merasa hebat di debat acara mata najwa metro tv.
319,positive,MataNajwaMetroTV,5,Mata Najwa dan Metro Tv berpihak pada paslon 3 Untung Ahok cerdas. Semangat pak! Allah bersamamu
320,positive,MataNajwaMetroTV,12,"Sudah terbukti di mata Najwa, kalau Ahok lebih hebat dari Anis Insaallah Ahok Jarot menang.."
321,positive,MataNajwaMetroTV,6,"sip, keren. debat ala mata najwa lebih keren daripada ala kpud yg sdh diatur utk lbh jaim"
322,positive,MataNajwaMetroTV,19,semoga bapak jokowi melihat acara mata najwa supaya masalah masalah yg dipelosok dapat diatasi
323,positive,MataNajwaMetroTV,1,keren deh. Mata Najwa juga.
324,positive,MataNajwaMetroTV,2,metro tv keren inspiratif dgn mata najwa nya kick andy
325,positive,MataNajwaMetroTV,5,metro tv emang tv paling keren ya edukatif dan menginspirasi seperti mata najwa dan kick andy
326,positive,MataNajwaMetroTV,2,Pemimpin itu harus Cerdas santun Tegas jujur bersih saya pilih AniesSandiPemersatu #MataNajwaMetroTv
327,positive,MataNajwaMetroTV,6,"Liat pemimpin2 yg islami, cerdas, teladan #matanajwametrotv"
328,positive,MataNajwaMetroTV,7,rame banget malam ini #MataNajwaMetroTV selalu menunggu topik lain yang seru dan nambah wawasan.
329,positive,MataNajwaMetroTV,2,Kado indah malam ini. @najwashihab  matanajwametrotv https://instagram.com/p/3OoWqCwgYj/
330,positive,MataNajwaMetroTV,9,"Tjokro dan rumahnya menjadi teladan, tentang senioritas yang menghidupkan dan bukan mengkerdilkan. #MataNajwaMetroTv"
331,positive,MataNajwaMetroTV,12,"Semangat bp bambang woidjojayanto,, @matanajwaMetroTv,, #saveKPK"
332,positive,MataNajwaMetroTV,7,belajar dari gusdur matanajwametrotv
333,positive,MataNajwaMetroTV,15,"mata najwa, ibu susi bpk dahlan dan bpk faisal basri inspiratif #matanajwametrotv"
334,positive,MataNajwaMetroTV,5,metro tv keren malam ini yang lg malam mingguan rugi klo ga nonton mata najwa @matanajwametrotv
335,positive,MataNajwaMetroTV,4,Kemerdekaan adalah hak segala bangsa #TanyaJokowi #MataNajwaMetroTV
336,positive,MataNajwaMetroTV,7,Seru nih mata najwa malam ini #MATANAJWAMETROTV
337,positive,MataNajwaMetroTV,5,Salut buat Ahok. #matanajwametrotv #hutjekardah
338,positive,MataNajwaMetroTV,2,Super Salut dengan Pak Ahok #matanajwametrotv
339,positive,MataNajwaMetroTV,11,"Matanajwametrotv berwibawa tak byk kata_berkuasa tetap sederhana, kagum"
340,positive,MataNajwaMetroTV,18,Salut dan bangga sm pak BJ. Habibie utk yg kesekian kalinya #MataNajwaMetroTV
341,positive,MataNajwaMetroTV,3,"obrolan santai menarik abraham slamet, jk, jokowi, anis baswedan, ganjar #matanajwametrotv"
342,positive,MataNajwaMetroTV,1,"Anis baswedan , jokowi , ganjar pranowo , JK , abraham samad inspirasi indonesia  Keren !!! #matanajwametrotv"
343,positive,MataNajwaMetroTV,7,para pemimpin yg luar biasa #MataNajwaMetroTv
344,positive,MataNajwaMetroTV,16,"Kerendahan, kesederhanaan pak jokowi ini patut di tiru #matanajwametrotv"
345,positive,MataNajwaMetroTV,4,Seru nih Dahlan Iskan dan ketua DPR #matanajwametroTV
346,positive,MataNajwaMetroTV,17,Desa Bebas Rokok yg sangat menginspirasi dan ternyata ada. Luar biasa #MataNajwaMetroTV
347,positive,MataNajwaMetroTV,12,Selalu dan masih terinspirasi dengan cinta BJH dan HAB #matanajwaMetroTV http://myloc.me/8DDtO
348,positive,MataNajwaMetroTV,5,Selalu memberikan banyak inspirasi #matanajwaMetroTV
349,positive,MataNajwaMetroTV,2,Narasumber yang luar biasa #matanajwaMetroTV
350,positive,MataNajwaMetroTV,3,Cie yg lg ada job di @MataNajwa
351,negative,MataNajwaMetroTV,0,setelah nonton mata najwa soal radikalisme di @Metro_TV langsung keluar berita tersebut. Seram
352,negative,MataNajwaMetroTV,0,"Mata Najwa acara sampah, yg cuman memperkeruh suasana. Gue sbg pelajar mending pilih ILC. @MataNajwa @NajwaShihab @Metro_TV"
353,negative,MataNajwaMetroTV,0,kata aneh lagi diacara mata najwa metrotv mengajarkan Islam kepada umat Islam dikatakan Islamisi lebih edan lagi tokoh Islam manggut2
354,negative,MataNajwaMetroTV,0,ILC mendinginkan Mata Najwa memprovokasi Metro tv emang tv sampah ga bosan2 memojokan islam ! Metro tv perusak pancasila
355,negative,MataNajwaMetroTV,3,"Laporkan metro tv ke kpi, metro itu stres mata najwa selalu kalah oleh ILC"
356,negative,MataNajwaMetroTV,0,KECEWA MATA NAJWA MALAM INI TIDAK BERMUTU!! NARASI NAJWA BUKTI DIA GA NGERTI MASALAH KARENA KEBERPIHAKAN JADILAH KEBODOHAN
357,negative,MataNajwaMetroTV,2,"@Metro_TV untuk acara Mata najwa, host nya @NajwaShihab JANGAN SUKA MENYELA PEMBICARAAN ORANG KALAU BELUM SELESAI. GAK SOPAN"
358,negative,MataNajwaMetroTV,0,Jadi emosi & sakit hati nonton mata najwa @metro tv. Ganti chanel masakan aja
359,negative,MataNajwaMetroTV,0,"MASA DARI ISIS MIMIN ITU BOM KP. MELAYU, MAAF KATANYA ISIS ORGANISASI APA IKUT ORGANISASI MBAK MATA NAJWA? BETULKAH ITU MIMIN?"
360,negative,MataNajwaMetroTV,0,"fotonya kok @Pak_JK , yg integritasnya tdk jelas. Merusak reputasi Mata Najwa aja"
361,negative,MataNajwaMetroTV,0,gara2 di bantai teman sendiri sesama anggota DPR di mata najwa lu langsung benci metro TV
362,negative,MataNajwaMetroTV,0,@Metro_TV Muak melihat kesombongan FZ di acara live Mata Najwa
363,negative,MataNajwaMetroTV,2,"males lihat @Metro_TV biarpun yg datang org nomor satu dunia, ogah. @Metro_TV dan pembawa acara mata najwa sdh dicontreng hitam"
364,negative,MataNajwaMetroTV,0,"keseringan masuk @Metro_TV dan bergaul sama mata najwa, engga diapa-apain ngadu2"
365,negative,MataNajwaMetroTV,0,"Kan udah bilang di mata najwa metro tv, tanya aja sendiri ke bapak anis, kok fitnah"
366,negative,MataNajwaMetroTV,0,Kenapa MUI tidak mengeluarkan Fatwa Haram Korupsi? Rasanya harus undang jg para petinggi MUI di mata najwa
367,negative,MataNajwaMetroTV,0,"Bravo Mata Najwa.. Debat Pilgub DKI kali ini garing,kalah sama MataNajwa yg mampu menggali lbh dalam #MataNajwa @Metro_TV"
368,negative,MataNajwaMetroTV,2,"#BatalDebatKarena Kasihan... pas debat Mata Najwa di metrotv aja Pak Basuki sudah hampir nangis, ga kebayang kemarin debat lagi"
369,negative,MataNajwaMetroTV,4,Setelah acara di mata najwa kasihan Pak Anies jd bulan2an di medsos untuk dihujat #AhokDjarotDiRosi
370,negative,MataNajwaMetroTV,0,"Nyetel metro tv mata najwa debat kemaren Bikin kesel masalah rumah, coba cek skrg msh ada ga itu rumah di webnya"
371,negative,MataNajwaMetroTV,0,"waktu awal sandi muncul sbg cawagub di metro tv dlm acara mata najwa, pak sandi sdh berbohong...."
372,negative,MataNajwaMetroTV,0,Ini Kesaksian Mengejutkan Pendukung Anies Yang Merasa Tertipu Di Acara Mata Najwa. MENIPU @Metro_TV @MataNajwa
373,negative,MataNajwaMetroTV,0,"#MataNajwaDebatJakarta  Di kandang Ahok, Metro TV, dan mata Najwa  Mereka bagaikan sampah yg berserakan Anies pilihanku  Pasti"
374,negative,MataNajwaMetroTV,0,Katanya boikot MetroTV tp kok ngintip Mata Najwa
375,negative,MataNajwaMetroTV,0,"Malas lihat Anies, bawa sial aja ini orang, lebih baik lihat Ahok aja di Mata Najwa"
376,negative,MataNajwaMetroTV,0,Nonton Mata Najwa @Metro_TV gw liat Anies ngomong bikin ngantuk #anaktangsel
377,negative,MataNajwaMetroTV,0,mata najwa  selalu menuduh menjelekan lawan memfonis lawan
378,negative,MataNajwaMetroTV,2,"Liat Mata Najwa @Metro_TV males, diskusi @basuki_btp sama @aniesbaswedan ga imbang.. salah satunya jualan mimpi"
379,negative,MataNajwaMetroTV,0,kayaknya mata Najwa mengadu domba kedua cagub di putaran 2 Pilkada DKI nih...
380,negative,MataNajwaMetroTV,0,"gak mungkin saya di penjara, saksinya aja palsu kok. Kata pak Ahok  #TerbuktiTeruji #MataNajwaMetroTv"
381,negative,MataNajwaMetroTV,0,"pak anis pak anis, rekaman 2 thn lalu msh disimpan loh sm metrotv  gak malu ya nelen ludah sendri? #MataNajwaMetroTv"
382,negative,MataNajwaMetroTV,0,Sebagus apapun sistem ketika yang menjalankan orang yg tidak baik. Maka jadilah sistem itu tidak baik pula #matanajwametrotv
383,negative,MataNajwaMetroTV,0,"Ridwan Bae tai  Tampang aja udah ngeselin, ayo mbk nana bully trus si Bae,, #MataNajwaMETROTV"
384,negative,MataNajwaMetroTV,0,Miris liat pengaturan skor di sepakbola indonesia  #matanajwametrotv
385,negative,MataNajwaMetroTV,0,"Dahulu pemuda berperang melawan penjajah, sekarang pemuda melawan kebiasaan buruk yang tak kunjung berubah #matanajwametrotv"
386,negative,MataNajwaMetroTV,0,Pasrah pak ? Haha TAI #MataNajwaMetroTV #SepakBolaMilikSiapa?
387,negative,MataNajwaMetroTV,0,"lo bilang kita2 ga punya kerjan ya, @radityadika #MataNajwaMetroTv"
388,negative,MataNajwaMetroTV,0,PSSI tempat pelacur diri sudah tak punya hati nurani! memalukan @MataNajwaMetroTV
389,negative,MataNajwaMetroTV,0,#MataNajwaMetroTV jembatan comal masih blm jadi... akibatya padat merayap...
390,negative,MataNajwaMetroTV,0,Bagaimana penegak MELANGGAR hukum? Kita TIDAK membayar SERAGAM mereka hanya untuk menegakkan HUKUM RIMBA @MataNajwa #MataNajwaMetroTv
391,negative,MataNajwaMetroTV,0,Pak wapresnya diketawain mulu ( bajusama staff hotel & celana robek ) @boediono  #matanajwametrotv
392,negative,MataNajwaMetroTV,3,RT @PutryVanVan: pemimpin itu mendongrak keadaan bukan mengokohkan materi #Matanajwametrotv
393,negative,MataNajwaMetroTV,0,"Tdk cukup dg menonton saja, km harus masuk kedalamnya untuk melakukan perubahan Ahok MataNajwaMetroTV"
394,negative,MataNajwaMetroTV,0,lembaga negara di indonesia bobrok semua...  #matanajwametrotv
395,negative,MataNajwaMetroTV,0,Org2 tolol. Dibilang DI DUGA dia udh mencak2. Yakin bgt jd tersangka #MataNajwaMetroTV
396,negative,MataNajwaMetroTV,0,ini apa banget deh gw paling kesel klo orang2 pada debat pake emosi gini @matanajwametrotv
397,negative,MataNajwaMetroTV,0,Orang miskin semakin miskin klo sekolah melakukan pungutan liar terus
398,negative,MataNajwaMetroTV,0,"ga boLeh emosi, cepat tua, nonton #matanajwametrotv ,lihat bapak #hotmansutapea tiba2 ikut emosi bicara"
399,negative,MataNajwaMetroTV,0,"dr penampilan saja kyk preman taunya bkin kisruh, perusak #matanajwametrotv"
400,negative,MataNajwaMetroTV,0,"Jawab aja ga usah berbelit-belit. Muter2 ga jelas, Buang2 waktu. ga mutu #matanajwametroTV"
